number,name,species,types/0,types/1,abilities/0,abilities/1,abilities/2,genderThreshold,catchRate,eggGroups/0,eggGroups/1,hatchCounter,height,weight,baseExpYield,baseFriendship,expGroup,evYield/0,evYield/1,evYield/2,evYield/3,evYield/4,evYield/5,bodyStyle,color,baseStats/0,baseStats/1,baseStats/2,baseStats/3,baseStats/4,baseStats/5,pokedexX,pokedexY,pokedexOR,pokedexAS,learnset/xy/0,learnset/xy/1,learnset/xy/2,learnset/xy/3,learnset/xy/4,learnset/xy/5,learnset/xy/6,learnset/xy/7,learnset/xy/8,learnset/xy/9,learnset/xy/10,learnset/xy/11,learnset/xy/12,learnset/xy/13,learnset/xyLevels/0,learnset/xyLevels/1,learnset/xyLevels/2,learnset/xyLevels/3,learnset/xyLevels/4,learnset/xyLevels/5,learnset/xyLevels/6,learnset/xyLevels/7,learnset/xyLevels/8,learnset/xyLevels/9,learnset/xyLevels/10,learnset/xyLevels/11,learnset/xyLevels/12,learnset/xyLevels/13,learnset/oras/0,learnset/oras/1,learnset/oras/2,learnset/oras/3,learnset/oras/4,learnset/oras/5,learnset/oras/6,learnset/oras/7,learnset/oras/8,learnset/oras/9,learnset/oras/10,learnset/oras/11,learnset/oras/12,learnset/oras/13,learnset/orasLevels/0,learnset/orasLevels/1,learnset/orasLevels/2,learnset/orasLevels/3,learnset/orasLevels/4,learnset/orasLevels/5,learnset/orasLevels/6,learnset/orasLevels/7,learnset/orasLevels/8,learnset/orasLevels/9,learnset/orasLevels/10,learnset/orasLevels/11,learnset/orasLevels/12,learnset/orasLevels/13,learnset/tmhm/0,learnset/tmhm/1,learnset/tmhm/2,learnset/tmhm/3,learnset/tmhm/4,learnset/tmhm/5,learnset/tmhm/6,learnset/tmhm/7,learnset/tmhm/8,learnset/tmhm/9,learnset/tmhm/10,learnset/tmhm/11,learnset/tmhm/12,learnset/tmhm/13,learnset/tmhm/14,learnset/tmhm/15,learnset/tmhm/16,learnset/tmhm/17,learnset/tmhm/18,learnset/tmhm/19,learnset/tmhm/20,learnset/tmhm/21,learnset/tmhm/22,learnset/tmhm/23,learnset/tmhm/24,learnset/tmhm/25,learnset/tmhm/26,learnset/tmhm/27,learnset/tmhm/28,learnset/tmhm/29,learnset/egg/0,learnset/egg/1,learnset/egg/2,learnset/egg/3,learnset/egg/4,learnset/egg/5,learnset/egg/6,learnset/egg/7,learnset/egg/8,learnset/egg/9,learnset/egg/10,learnset/egg/11,learnset/egg/12,learnset/egg/13,learnset/egg/14,learnset/tutor/0,learnset/tutor/1,learnset/tutor/2,learnset/tutor/3,learnset/tutor/4,learnset/tutor/5,learnset/tutor/6,learnset/tutor/7,learnset/transfer/0,learnset/transfer/1,learnset/transfer/2,learnset/transfer/3,learnset/transfer/4,learnset/transfer/5,learnset/transfer/6,learnset/transfer/7,learnset/transfer/8,learnset/transfer/9,learnset/transfer/10,learnset/xy/14,learnset/xy/15,learnset/xyLevels/14,learnset/xyLevels/15,learnset/oras/14,learnset/oras/15,learnset/orasLevels/14,learnset/orasLevels/15,learnset/evolve/0,learnset/xy/16,learnset/xy/17,learnset/xy/18,learnset/xyLevels/16,learnset/xyLevels/17,learnset/xyLevels/18,learnset/oras/16,learnset/oras/17,learnset/oras/18,learnset/orasLevels/16,learnset/orasLevels/17,learnset/orasLevels/18,learnset/tmhm/30,learnset/tmhm/31,learnset/tmhm/32,learnset/tmhm/33,learnset/tmhm/34,learnset/tutor/8,learnset/tutor/9,learnset/tutor/10,learnset/transfer/11,learnset/tmhm/35,learnset/tmhm/36,learnset/transfer/12,learnset/transfer/13,learnset/transfer/14,learnset/transfer/15,learnset/transfer/16,learnset/xy/19,learnset/xy/20,learnset/xy/21,learnset/xyLevels/19,learnset/xyLevels/20,learnset/xyLevels/21,learnset/oras/19,learnset/oras/20,learnset/oras/21,learnset/orasLevels/19,learnset/orasLevels/20,learnset/orasLevels/21,learnset/tmhm/37,learnset/tmhm/38,learnset/tmhm/39,learnset/tmhm/40,learnset/tmhm/41,learnset/tmhm/42,learnset/tmhm/43,learnset/tmhm/44,learnset/tmhm/45,learnset/tmhm/46,learnset/tmhm/47,learnset/tmhm/48,learnset/special/0,learnset/transfer/17,learnset/transfer/18,learnset/transfer/19,learnset/transfer/20,learnset/egg/15,learnset/tutor/11,learnset/tutor/12,learnset/tutor/13,learnset/evolve/1,learnset/evolve/2,learnset/evolve/3,learnset/xy/22,learnset/xyLevels/22,learnset/oras/22,learnset/orasLevels/22,learnset/special/1,learnset/special/2,learnset/special/3,learnset/special/4,learnset/special/5,learnset/special/6,learnset/special/7,learnset/special/8,learnset/evolve/4,learnset/evolve/5,learnset/evolve/6,learnset/evolve/7,learnset/evolve/8,learnset/evolve/9,learnset/evolve/10,learnset/evolve/11,learnset/evolve/12,learnset/evolve/13,learnset/evolve/14,learnset/evolve/15,learnset/evolve/16,learnset/tmhm/49,learnset/tmhm/50,learnset/tmhm/51,learnset/tmhm/52,learnset/tmhm/53,learnset/tmhm/54,learnset/tmhm/55,learnset/tmhm/56,learnset/tutor/14,learnset/tutor/15,learnset/tutor/16,learnset/tutor/17,learnset/tutor/18,learnset/xy/23,learnset/xyLevels/23,learnset/oras/23,learnset/orasLevels/23,learnset/tutor/19,learnset/tutor/20,learnset/tutor/21,learnset/tutor/22,learnset/tutor/23,learnset/tutor/24,learnset/tutor/25,learnset/tutor/26,learnset/tutor/27,learnset/tutor/28,learnset/evolve/17,learnset/evolve/18,learnset/evolve/19,learnset/evolve/20,learnset/transfer/21,learnset/transfer/22,learnset/transfer/23,learnset/transfer/24,learnset/egg/16,learnset/tmhm/57,learnset/tmhm/58,learnset/tmhm/59,learnset/tmhm/60,learnset/tmhm/61,learnset/tmhm/62,learnset/tmhm/63,learnset/tmhm/64,learnset/tmhm/65,learnset/tmhm/66,learnset/tmhm/67,learnset/tmhm/68,learnset/tmhm/69,learnset/tmhm/70,learnset/tmhm/71,learnset/tmhm/72,learnset/tmhm/73,learnset/tmhm/74,learnset/tmhm/75,learnset/tmhm/76,learnset/tmhm/77,learnset/tmhm/78,learnset/tmhm/79,learnset/tmhm/80,learnset/tmhm/81,learnset/tmhm/82,learnset/tmhm/83,learnset/tmhm/84,learnset/tmhm/85,learnset/tmhm/86,learnset/tmhm/87,learnset/tmhm/88,learnset/tmhm/89,learnset/tmhm/90,learnset/tmhm/91,learnset/tmhm/92,learnset/tmhm/93,learnset/tmhm/94,learnset/tmhm/95,learnset/tmhm/96,learnset/tmhm/97,learnset/tmhm/98,learnset/tmhm/99,learnset/tmhm/100,learnset/tmhm/101,learnset/tmhm/102,learnset/tmhm/103,learnset/tmhm/104,learnset/tmhm/105,learnset/tmhm/106,learnset/tutor/29,learnset/tutor/30,learnset/tutor/31,learnset/tutor/32,learnset/tutor/33,learnset/tutor/34,learnset/tutor/35,learnset/tutor/36,learnset/tutor/37,learnset/tutor/38,learnset/tutor/39,learnset/tutor/40,learnset/tutor/41,learnset/tutor/42,learnset/tutor/43,learnset/tutor/44,learnset/tutor/45,learnset/tutor/46,learnset/tutor/47,learnset/tutor/48,learnset/tutor/49,learnset/tutor/50,learnset/tutor/51,learnset/tutor/52,learnset/tutor/53,learnset/tutor/54,learnset/tutor/55,learnset/tutor/56,learnset/tutor/57,learnset/tutor/58,learnset/tutor/59,learnset/transfer/25,learnset/transfer/26,learnset/transfer/27,learnset/transfer/28,learnset/transfer/29,learnset/transfer/30,learnset/transfer/31,learnset/transfer/32,learnset/transfer/33,learnset/transfer/34,learnset/transfer/35,learnset/transfer/36,learnset/transfer/37,learnset/transfer/38,learnset/transfer/39,learnset/transfer/40,learnset/xy/24,learnset/xyLevels/24,learnset/oras/24,learnset/orasLevels/24,learnset/egg/17
199,Slowking,Royal,11,14,100,103,121,127,70,1,2,20,2,79.5,172,70,2,0,0,0,0,3,0,6,6,95,75,80,100,110,30,"It has incredible intellect and intuition. Whatever the situation, it remains calm and collected.","When its head was bitten, toxins entered Slowpoke's head and unlocked an extraordinary power.","Slowking undertakes research every day in an effort to solve the mysteries of the world. However, this Pokémon apparently forgets everything it has learned if the Shellder on its head comes off.","Slowking undertakes research every day in an effort to solve the mysteries of the world. However, this Pokémon apparently forgets everything it has learned if the Shellder on its head comes off.",240,390,249,99,614,546,220,591,82,111,236,593,616,350,0,0,0,0,0,0,5,9,14,19,23,28,32,36,240,390,249,99,614,546,220,591,82,111,236,593,616,350,0,0,0,0,0,0,5,9,14,19,23,28,32,36,405,65,568,229,249,532,266,44,261,299,398,416,450,201,139,429,110,401,465,55,120,180,170,158,427,26,447,140,189,454,36,37,45,207,317,346,489,499,520,607,616,,,,,9,18,45,131,191,196,269,273,555,114,56,151,30,67,351,599,114,203,541,537,401,41,45,537,401,41,45,485,576,400,240,49,54,58,576,400,240,49,54,58,185,275,410,212,182,280,282,308,347,563,400,322,321,47,121,90,,,,,,,,,,,,,62,130,133,215,537,489,530,573,438,459,395,80,,463,331,137,151,,422,475,480,14,416,,,,,,,,,,,,,,,,,,,,,,,,,,,536,524,114,,,,,,499,572,593,607,616,,,,,,,,,,,,,,,,,,,347,541,203,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Misdreavus,Screech,8,0,77,0,0,127,45,11,0,25,0.7,1,87,35,3,0,0,0,0,1,0,1,4,60,60,60,85,85,85,"It gets nourishment from fear that it absorbs into its red orbs. In daytime, it sleeps in darkness. ","It likes playing mischievous tricks, such as screaming and wailing to startle people at night. ","Misdreavus frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.","Misdreavus frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.",220,407,511,24,81,318,248,399,367,371,465,373,222,390,0,0,5,10,14,19,23,28,32,37,41,46,50,55,220,407,511,24,81,318,248,399,367,371,465,373,222,390,0,0,5,10,14,19,23,28,32,37,41,46,50,55,65,568,249,532,552,398,416,201,564,559,429,401,465,120,7,567,158,427,26,557,447,140,70,603,147,371,182,563,400,133,99,107,274,317,324,350,363,457,469,480,511,531,607,,,196,237,263,273,308,309,367,474,555,151,67,351,541,236,121,331,151,541,105,,,,,,,,,,,,,,,,,,,,,,537,489,530,573,459,480,498,499,357,101,103,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,511,572,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Unown,Symbol,14,0,77,0,0,255,225,15,0,40,0.5,5,118,70,2,0,1,0,1,0,0,1,1,48,72,48,72,48,48,"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning. ","Shaped like ancient writing, it is a huge mystery whether language or Unown came first. ","This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.","This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.",249,,,,,,,,,,,,,,0,,,,,,,,,,,,,,249,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Wobbuffet,Patient,14,0,133,0,166,127,45,11,0,20,1.3,28.5,142,70,2,2,0,0,0,0,0,5,2,190,33,58,33,58,33,"It hates light and shock. If attacked, it inflates its body to build up its counterstrike.","To keep its pitch-black tail hidden, it lives quietly in the darkness. It is never first to attack.","If two or more Wobbuffet meet, they will turn competitive and try to outdo each other's endurance. However, they may try to see which one can endure the longest without food. Trainers need to beware of this habit.","Wobbuffet does nothing but endure attacks-it won't attack on its own. However, it won't endure an attack on its tail. When that happens, the Pokémon will try to take the foe with it using Destiny Bond.",90,335,450,107,,,,,,,,,,,0,0,0,0,,,,,,,,,,,90,335,450,107,,,,,,,,,,,0,0,0,0,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Girafarig,Long Neck,1,14,68,34,130,127,60,5,0,20,1.5,41.5,159,70,2,0,0,0,2,0,0,8,10,70,80,65,90,65,85,"While it sleeps, the head on is tail keeps watch. The tail doesn't need to sleep.","Its tail has a small brain of its own. Beware! If you get close, it may react to your scent by biting. ","Girafarig's rear head also has a brain, but it is small. The rear head attacks in response to smells and sounds. Approaching this Pokémon from behind can cause the rear head to suddenly lash out and bite.","Girafarig's rear head contains a tiny brain that is too small for thinking. However, the rear head doesn't need to sleep, so it can keep watch over its surroundings 24 hours a day.",392,224,24,546,220,82,362,520,10,399,34,23,117,401,0,0,0,0,0,0,5,10,14,19,23,28,32,37,392,224,24,546,220,82,362,23,520,399,10,117,616,96,0,0,0,0,0,0,5,10,14,19,23,28,32,37,405,65,568,249,532,299,398,416,201,564,559,139,429,401,465,120,423,158,427,26,557,447,140,152,70,428,182,563,400,62,14,35,118,194,207,308,318,335,420,459,480,551,605,,,196,219,263,282,308,422,474,475,555,609,151,67,351,531,541,347,236,47,121,616,96,41,46,34,350,41,46,,,,,,,,401,,,50,,,133,215,537,489,530,480,499,572,331,573,438,151,347,541,357,,,,,,,,,,,,,,459,103,80,524,,,,,,,,,,,,,,,580,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Pineco,Bagworm,7,0,156,0,101,127,190,3,0,20,0.6,7.2,58,70,2,0,0,1,0,0,0,1,4,50,65,90,35,35,15,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.,It looks just like a pinecone. Its shell protects it from bird Pokémon that peck it by mistake.,"Pineco hangs from a tree branch and patiently waits for prey to come along. If the Pokémon is disturbed while eating by someone shaking its tree, it drops down to the ground and explodes with no warning.","Pineco hangs from a tree branch and patiently waits for prey to come along. If the Pokémon is disturbed while eating by someone shaking its tree, it drops down to the ground and explodes with no warning.",546,398,464,59,551,417,39,351,508,371,155,280,228,121,0,0,6,9,12,17,20,23,28,31,34,39,42,45,546,398,464,59,551,417,39,351,508,371,155,280,228,121,0,0,6,9,12,17,20,23,28,31,34,39,42,45,568,584,249,532,299,398,201,502,139,429,110,120,423,453,440,158,427,26,447,155,371,228,527,62,437,537,489,530,438,459,90,121,151,176,377,393,430,452,514,541,569,,,,,59,135,211,219,280,367,499,514,67,444,525,236,47,331,444,105,,,,,,,,,,,,,,,,,,,,,,,,,80,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Forretress,Bagworm,7,9,156,0,101,127,75,3,0,20,1.2,125.8,163,70,2,0,0,2,0,0,0,1,7,75,90,140,60,60,40,It is encased in a steel shell. Its peering eyes are all that can be seen of its mysterious innards.,It remains immovably rooted to its tree. It scatters pieces of its hard shell to drive its enemies away. ,"Forretress conceals itself inside its hardened steel shell. The shell is opened when the Pokémon is catching prey, but it does so at such a quick pace that the shell's inside cannot be seen.","Forretress conceals itself inside its hardened steel shell. The shell is opened when the Pokémon is catching prey, but it does so at such a quick pace that the shell's inside cannot be seen.",246,615,313,569,546,398,464,59,551,417,39,351,508,337,0,0,0,0,0,0,0,0,12,17,20,23,28,31,246,615,313,569,546,398,464,59,551,417,39,351,508,337,0,0,0,0,0,0,0,0,12,17,20,23,28,31,568,584,249,532,261,299,398,201,502,139,429,110,120,423,453,440,158,427,26,447,155,371,212,436,588,228,527,62,437,537,90,121,151,176,377,393,430,452,514,541,569,,,,,45,59,135,211,219,280,313,367,67,444,525,236,47,331,444,105,,,,29,371,32,36,29,371,32,36,,155,280,228,42,46,50,155,280,228,42,46,50,489,530,183,438,459,475,499,514,,80,524,,,,,,121,313,615,56,60,64,121,313,615,56,60,64,,,,,,,,,,,,,,,,,,,,,,,,,246,70,246,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Dunsparce,Land Snake,1,0,132,125,118,127,190,5,0,20,1.5,14,145,70,2,1,0,0,0,0,0,2,10,100,70,70,65,65,45,"When spotted, this Pokémon escapes backward by furiously boring into the ground with its tail.",It digs into the ground with its tail and makes a mazelike nest. It can fly just a little.,Dunsparce has a drill for its tail. It uses this tail to burrow into the ground backward. This Pokémon is known to make its nest in complex shapes deep under the ground.,Dunsparce has a drill for its tail. It uses this tail to burrow into the ground backward. This Pokémon is known to make its nest in complex shapes deep under the ground.,414,105,444,511,409,457,614,15,551,445,214,110,121,78,0,0,4,7,10,13,16,19,22,25,28,31,34,37,414,105,444,511,409,457,614,15,551,445,214,110,121,78,0,0,4,7,10,13,16,19,22,25,28,31,34,37,65,568,249,532,266,44,398,416,445,201,502,564,559,139,429,110,465,120,180,170,440,158,427,26,557,447,70,275,428,563,10,15,24,39,41,99,236,248,308,459,489,499,576,,,18,40,135,150,282,290,308,367,67,351,347,47,90,331,347,357,,,,151,135,40,43,151,135,40,43,,150,176,,46,49,,150,176,,46,49,,228,400,62,437,383,474,499,511,,133,537,,,,,,,,,,,,,,,,,,489,530,602,438,459,80,524,,,,,,,,,,,,514,593,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Gligar,Flyscorpion,5,3,61,129,65,127,60,3,0,20,1.1,64.8,86,70,4,0,0,1,0,0,0,9,7,65,75,105,35,65,85,"It usually clings to cliffs. When it spots its prey, it spreads its wings and glides down to attack.","It flies straight at its target's face, then clamps down on the startled victim to inject poison. ","Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.","Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.",385,451,232,288,411,203,166,5,487,579,457,613,484,543,0,4,7,10,13,16,19,22,27,30,35,40,45,50,385,451,232,288,411,203,166,5,487,579,457,613,484,543,0,4,7,10,13,16,19,22,27,30,35,40,45,50,253,568,584,249,532,552,398,416,445,201,139,429,110,55,120,491,453,440,7,567,158,427,26,557,447,517,163,185,5,371,10,34,90,95,121,165,326,356,386,393,420,435,452,604,,18,59,138,282,288,499,514,550,151,67,351,106,541,236,331,133,151,541,,225,,55,,225,,55,,,,,,,,,,,,,,,436,521,543,527,62,,,,,437,613,,,,,,,,,,,,,,,,,,383,537,489,579,530,438,459,101,80,100,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Steelix,Iron Snake,9,5,123,156,135,127,25,10,0,25,9.2,400,179,70,2,0,0,2,0,0,0,2,4,75,85,200,55,65,30,"Tempered underground under high pressure and heat, its body is harder than any metal.",It chews its way through boulders with its sturdy jaws. Its eyes can see in the darkness underground.,Steelix lives even further underground than Onix. This Pokémon is known to dig toward the earth's core. There are records of this Pokémon reaching a depth of over six-tenths of a mile underground.,Steelix lives even further underground than Onix. This Pokémon is known to dig toward the earth's core. There are records of this Pokémon reaching a depth of over six-tenths of a mile underground.,560,268,171,346,546,232,40,99,439,440,414,514,29,228,0,0,0,0,0,0,0,4,7,10,13,16,19,20,560,268,171,346,546,232,40,99,439,440,414,514,29,228,0,0,0,0,0,0,0,4,7,10,13,16,19,20,432,568,249,532,552,261,398,201,493,139,429,110,120,453,440,567,158,427,26,447,155,371,212,436,521,228,400,62,437,130,45,105,176,246,434,435,444,446,514,,,,,,,18,40,45,127,138,281,282,313,151,67,351,15,347,578,236,47,331,151,347,493,124,22,25,493,124,22,25,436,486,457,437,28,31,34,486,457,437,28,31,34,537,489,530,183,438,499,514,,464,459,352,,,,,,96,282,110,37,40,43,96,282,110,37,40,43,101,80,100,524,,,,,,,,,,,,,,,,,,452,,,521,46,521,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,49,121,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,52,453,52,
209,Snubbull,Fairy,18,0,70,125,118,191,190,5,6,20,0.6,7.8,60,70,3,0,1,0,0,0,0,12,6,60,80,50,40,40,30,"It has an active, playful nature. Many women like to frolic with it because of its affectionate ways.","Small Pokémon flee from its scary face. It is, however, considered by women to be cute.","By baring its fangs and making a scary face, Snubbull sends smaller Pokémon scurrying away in terror. However, this Pokémon seems a little sad at making its foes flee.","By baring its fangs and making a scary face, Snubbull sends smaller Pokémon scurrying away in terror. However, this Pokémon seems a little sad at making its foes flee.",268,171,560,546,455,549,71,41,298,236,432,414,379,371,0,0,0,0,0,0,0,7,13,19,25,31,37,43,268,171,560,546,455,549,71,41,298,236,432,414,379,371,0,0,0,0,0,0,0,7,13,19,25,31,37,43,432,568,61,249,532,552,398,416,201,502,564,559,139,429,110,465,55,120,423,180,491,170,567,158,427,26,557,447,366,185,77,96,121,162,166,171,191,237,268,329,331,397,494,499,560,91,173,191,237,263,269,290,302,551,609,151,67,351,347,322,321,47,90,463,96,,49,,96,,49,,,,,,,,,,,,,,,275,371,428,563,62,474,499,533,137,537,489,151,347,105,,,,,,,,,,,,,,,530,602,438,459,497,395,103,80,524,,,,,,,,,,534,561,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Granbull,Fairy,18,0,70,116,118,191,75,5,6,20,1.4,48.7,158,70,3,0,2,0,0,0,0,6,7,90,120,75,60,60,45,"It is timid in spite of its looks. If it becomes enraged, however, it will strike with its huge fangs.",It can make most any Pokémon run away simply by opening its mouth wide to reveal its big fangs.,"Granbull has a particularly well-developed lower jaw. The enormous fangs are heavy, causing the Pokémon to tip its head back for balance. Unless it is startled, it will not try to bite indiscriminately.","Granbull has a particularly well-developed lower jaw. The enormous fangs are heavy, causing the Pokémon to tip its head back for balance. Unless it is startled, it will not try to bite indiscriminately.",365,268,171,560,546,455,549,71,41,298,236,432,414,379,0,0,0,0,0,0,0,0,7,13,19,27,35,43,365,268,171,560,546,455,549,71,41,298,236,432,414,379,0,0,0,0,0,0,0,0,7,13,19,27,35,43,432,568,61,249,532,552,261,398,416,201,502,564,559,139,429,110,465,55,120,423,180,491,170,440,567,158,427,26,557,447,77,96,121,162,166,171,191,237,268,329,331,397,494,499,560,91,173,191,237,263,269,282,290,551,609,151,67,351,347,322,321,47,90,463,371,96,51,59,371,96,51,59,,365,,,67,,,365,,,67,,,366,189,185,275,371,302,365,474,137,428,212,151,347,105,,,,,,,,,,,,,,,521,563,62,437,537,489,530,602,438,459,497,395,,,,,,,499,533,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,80,524,,,,,,561,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Qwilfish,Balloon,11,4,110,161,70,127,45,12,0,20,0.5,3.9,86,70,2,0,1,0,0,0,0,3,4,65,95,75,55,55,85,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once.",The small spikes covering its body developed from scales. They inject a toxin that causes fainting. ,"Qwilfish sucks in water, inflating itself. This Pokémon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging.","Qwilfish sucks in water, inflating itself. This Pokémon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging.",167,260,107,591,508,546,385,232,333,57,444,569,519,510,0,0,0,0,0,0,0,9,9,13,17,21,25,25,167,260,107,591,508,546,385,232,333,57,444,569,519,510,0,0,0,0,0,0,0,9,9,13,17,21,25,25,568,229,584,249,552,266,44,398,416,201,429,465,120,492,491,158,427,26,447,454,155,371,563,228,383,537,489,530,459,80,4,16,24,56,58,176,233,475,535,593,,,,,,18,53,273,367,474,475,499,593,114,151,67,351,599,114,541,236,543,121,331,430,56,29,33,430,56,29,33,,377,551,18,37,41,45,377,551,18,37,41,45,536,597,114,,,,,,151,,,541,105,464,,,383,107,260,49,53,57,383,107,260,49,53,57,,,,,,,,,,,,,,,,,,,,,,,,,167,60,167,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
